Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-subscription.json	15284	-	0	0	0	0	0	0	11	75	0	0	0	0	0	0	0	0	0	0	88	92	0	0	0	4	0	2
input/resources/CapabilityStatement-ISiKCapabilityStatementSubscriptionRolle.json	12037	25	0	0	0	0	1	0	1	83	0	0	0	0	0	0	0	0	0	0	57	62	0	0	0	2	0	0
input/resources/CapabilityStatement-ISiKCapabilityStatementSubscriptionServerAkteur-expanded.json	13371	16	0	0	0	0	0	0	1	44	0	0	0	0	0	0	0	0	0	0	54	32	0	0	0	2	0	1
input/resources/CapabilityStatement-ISiKCapabilityStatementSubscriptionServerAkteur.json	3672	20	0	0	1	0	0	0	1	31	0	0	0	0	0	0	0	0	0	0	15	14	0	0	0	0	0	0
input/resources/CodeSystem-ISiKSubscriptionTopic.json	4537	13	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	28	506	0	0	0	2	0	0
input/resources/CodeSystem-subscription-notification-type.json	2368	15	0	0	0	0	0	0	1	25	0	0	0	0	0	0	0	0	0	0	14	50	0	0	0	0	0	0
input/resources/StructureDefinition-BackportSubscriptionNotificationR4Fixed.json	4920	15	0	130	0	0	0	0	0	108	0	0	1	0	0	1	0	2	0	0	242	918	0	0	0	12	0	2
input/resources/StructureDefinition-BackportSubscriptionStatusR4Fixed.json	15702	10	0	55	0	0	0	0	1	89	0	0	0	0	0	0	0	1	0	0	403	579	0	0	0	16	0	2
input/resources/StructureDefinition-ExtensionISiKCapabilityStatementImportsExpectation.json	2513	2	0	21	1	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	51	90	0	0	0	2	0	0
input/resources/StructureDefinition-ISiKSubscription.json	8634	4	0	2557	0	0	0	0	0	38	0	0	0	0	0	0	0	1	0	0	198	320	0	0	0	8	0	1
input/resources/Subscription-PatientMergeSubscriptionExample.json	764	2	0	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0
input/resources/ValueSet-FhirMimeTypeVS.json	604	3	0	0	0	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	9	513	0	0	0	0	0	0
input/resources/ValueSet-ISiKSubscriptionTopicVS.json	581	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	77	0	0	0	1	0	0
input/resources/ValueSet-subscription-notification-type.json	1520	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	43	0	0	0	0	0	0
/input/includes/ms-comments-data.html	499	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
/input/includes/artifacts-table-generator-isik.html	2542	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	1192	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	2065	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/ReleaseNotes.md	2132	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/Fallzusammenfuehrung.md	5625	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/FunktionenInteraktionen.md	667	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/Festlegungen.md	2763	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/UseCases.md	3317	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/Akteure.md	297	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/artifacts.md	2928	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/_generate-ms-data.md	81	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/Patientenzusammenfuehrung.md	12113	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/index.md	5055	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	31	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	15886	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	0	0	0	0	0	0
